 ,Meta-attack (Accuracy %),Meta-attack (Accuracy %),Meta-attack (Accuracy %),Meta-attack (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %),Baseline (Accuracy %)
 ,Surrogate,Surrogate,Target,Target,Surrogate,Surrogate,Target,Target
Perturbs,Training,Unseen,Training,Unseen,Training,Unseen,Training,Unseen
0,90.9616,75.8822,86.8856,77.2343,90.9616,75.8822,86.8856,77.2343
2000,90.1179,74.4855,86.1603,76.1398,90.6024,74.7505,86.4434,76.2165
4000,89.3908,73.4974,85.4536,74.7134,90.3749,74.0348,86.1348,75.7386
6000,88.8582,72.1552,85.024,73.9209,90.1891,73.2498,85.8304,75.0155
8000,88.3115,71.3529,84.5165,73.0393,89.8074,72.4945,85.7152,74.1314
10000,87.8465,70.4094,84.1305,72.388,89.6108,71.8655,85.4112,73.3216
Drop %,3.115099999999998,5.472799999999992,2.7550999999999988,4.846299999999999,1.3508000000000067,4.0167,1.4744000000000028,3.912700000000001
